id,airport,latitude,longitude,crs_dep_time,dep_time,cancelled,diverted
9164,"FAR",46.91934889,-96.81498889,"0640","0638",0.00,0.00
9164,"MSP",44.88054694,-93.2169225,"0640","0638",0.00,0.00
9165,"MSP",44.88054694,-93.2169225,"0907","",1.00,0.00
9165,"OMA",41.30251861,-95.89417306,"0907","",1.00,0.00
9166,"IAH",29.98047222,-95.33972222,"1856","",1.00,0.00
9166,"MEM",35.04241667,-89.97666667,"1856","",1.00,0.00
9167,"MEM",35.04241667,-89.97666667,"2120","",1.00,0.00
9167,"SDF",38.17438889,-85.736,"2120","",1.00,0.00
9168,"MSP",44.88054694,-93.2169225,"1642","",1.00,0.00
9168,"FAR",46.91934889,-96.81498889,"1642","",1.00,0.00
9169,"OMA",41.30251861,-95.89417306,"1445","",1.00,0.00
9169,"MSP",44.88054694,-93.2169225,"1445","",1.00,0.00
9170,"OMA",41.30251861,-95.89417306,"1635","",1.00,0.00
9170,"MSP",44.88054694,-93.2169225,"1635","",1.00,0.00
9171,"MSP",44.88054694,-93.2169225,"1831","",1.00,0.00
9171,"OMA",41.30251861,-95.89417306,"1831","",1.00,0.00
9172,"RAP",44.04532139,-103.0573708,"1456","",1.00,0.00
9172,"MSP",44.88054694,-93.2169225,"1456","",1.00,0.00
9173,"MSP",44.88054694,-93.2169225,"2216","",1.00,0.00
9173,"GRB",44.48507333,-88.12959,"2216","",1.00,0.00
9174,"OMA",41.30251861,-95.89417306,"2016","",1.00,0.00
9174,"MSP",44.88054694,-93.2169225,"2016","",1.00,0.00
9175,"DTW",42.21205889,-83.34883583,"1205","",1.00,0.00
9175,"STL",38.74768694,-90.35998972,"1205","",1.00,0.00
9176,"MKE",42.94722222,-87.89658333,"1050","",1.00,0.00
9176,"DTW",42.21205889,-83.34883583,"1050","",1.00,0.00
9177,"DTW",42.21205889,-83.34883583,"1905","",1.00,0.00
9177,"IND",39.71732917,-86.29438417,"1905","",1.00,0.00
9178,"STL",38.74768694,-90.35998972,"1335","",1.00,0.00
9178,"DTW",42.21205889,-83.34883583,"1335","",1.00,0.00
9179,"DTW",42.21205889,-83.34883583,"2110","",1.00,0.00
9179,"RSW",26.53616667,-81.75516667,"2110","",1.00,0.00
9180,"RSW",26.53616667,-81.75516667,"0950","",1.00,0.00
9180,"DTW",42.21205889,-83.34883583,"0950","",1.00,0.00
9181,"DTW",42.21205889,-83.34883583,"1655","",1.00,0.00
9181,"ORD",41.979595,-87.90446417,"1655","",1.00,0.00
9182,"RSW",26.53616667,-81.75516667,"1300","",1.00,0.00
9182,"DTW",42.21205889,-83.34883583,"1300","",1.00,0.00
9183,"DTW",42.21205889,-83.34883583,"0910","",1.00,0.00
9183,"RSW",26.53616667,-81.75516667,"0910","",1.00,0.00
9184,"EWR",40.69249722,-74.16866056,"0610","0604",0.00,0.00
9184,"DTW",42.21205889,-83.34883583,"0610","0604",0.00,0.00
9185,"DTW",42.21205889,-83.34883583,"0710","0710",0.00,0.00
9185,"BUF",42.94052472,-78.73216667,"0710","0710",0.00,0.00
9186,"BUF",42.94052472,-78.73216667,"0700","0652",0.00,0.00
9186,"DTW",42.21205889,-83.34883583,"0700","0652",0.00,0.00
9187,"DTW",42.21205889,-83.34883583,"0858","",1.00,0.00
9187,"IND",39.71732917,-86.29438417,"0858","",1.00,0.00
9188,"DTW",42.21205889,-83.34883583,"1020","",1.00,0.00
9188,"BUF",42.94052472,-78.73216667,"1020","",1.00,0.00
9189,"DTW",42.21205889,-83.34883583,"1352","",1.00,0.00
9189,"BWI",39.17540167,-76.66819833,"1352","",1.00,0.00
9190,"BUF",42.94052472,-78.73216667,"1905","",1.00,0.00
9190,"DTW",42.21205889,-83.34883583,"1905","",1.00,0.00
9191,"DTW",42.21205889,-83.34883583,"2100","",1.00,0.00
9191,"MDT",40.19349528,-76.76340361,"2100","",1.00,0.00
9192,"BWI",39.17540167,-76.66819833,"2010","",1.00,0.00
9192,"DTW",42.21205889,-83.34883583,"2010","",1.00,0.00
9193,"BWI",39.17540167,-76.66819833,"1235","",1.00,0.00
9193,"DTW",42.21205889,-83.34883583,"1235","",1.00,0.00
9194,"DTW",42.21205889,-83.34883583,"1215","",1.00,0.00
9194,"BWI",39.17540167,-76.66819833,"1215","",1.00,0.00
9195,"GSP",34.89566722,-82.21885833,"0905","0859",0.00,1.00
9195,"DTW",42.21205889,-83.34883583,"0905","0859",0.00,1.00
9196,"DTW",42.21205889,-83.34883583,"1520","",1.00,0.00
9196,"BWI",39.17540167,-76.66819833,"1520","",1.00,0.00
9197,"BWI",39.17540167,-76.66819833,"1435","",1.00,0.00
9197,"DTW",42.21205889,-83.34883583,"1435","",1.00,0.00
9198,"BWI",39.17540167,-76.66819833,"1105","",1.00,0.00
9198,"DTW",42.21205889,-83.34883583,"1105","",1.00,0.00
9199,"DTW",42.21205889,-83.34883583,"1330","",1.00,0.00
9199,"IND",39.71732917,-86.29438417,"1330","",1.00,0.00
9200,"CMH",39.99798528,-82.89188278,"0645","0642",0.00,0.00
9200,"DTW",42.21205889,-83.34883583,"0645","0642",0.00,0.00
9201,"DTW",42.21205889,-83.34883583,"0846","0843",0.00,0.00
9201,"BWI",39.17540167,-76.66819833,"0846","0843",0.00,0.00
9202,"BWI",39.17540167,-76.66819833,"1815","",1.00,0.00
9202,"DTW",42.21205889,-83.34883583,"1815","",1.00,0.00
9203,"DTW",42.21205889,-83.34883583,"2110","",1.00,0.00
9203,"CMH",39.99798528,-82.89188278,"2110","",1.00,0.00
9204,"DTW",42.21205889,-83.34883583,"1025","",1.00,0.00
9204,"GRR",42.88081972,-85.52276778,"1025","",1.00,0.00
9205,"SDF",38.17438889,-85.736,"0810","",1.00,0.00
9205,"DTW",42.21205889,-83.34883583,"0810","",1.00,0.00
9206,"DTW",42.21205889,-83.34883583,"0915","",1.00,0.00
9206,"MSN",43.13985778,-89.33751361,"0915","",1.00,0.00
9207,"SDF",38.17438889,-85.736,"0635","0631",0.00,0.00
9207,"DTW",42.21205889,-83.34883583,"0635","0631",0.00,0.00
9208,"DTW",42.21205889,-83.34883583,"1910","",1.00,0.00
9208,"MDW",41.7859825,-87.75242444,"1910","",1.00,0.00
9209,"HPN",41.06695778,-73.70757444,"1559","",1.00,0.00
9209,"DTW",42.21205889,-83.34883583,"1559","",1.00,0.00
9210,"DTW",42.21205889,-83.34883583,"2250","",1.00,0.00
9210,"ORD",41.979595,-87.90446417,"2250","",1.00,0.00
9211,"HPN",41.06695778,-73.70757444,"2000","",1.00,0.00
9211,"DTW",42.21205889,-83.34883583,"2000","",1.00,0.00
9212,"DTW",42.21205889,-83.34883583,"0715","0711",0.00,0.00
9212,"HPN",41.06695778,-73.70757444,"0715","0711",0.00,0.00
9213,"HPN",41.06695778,-73.70757444,"0930","",1.00,0.00
9213,"DTW",42.21205889,-83.34883583,"0930","",1.00,0.00
9214,"IAH",29.98047222,-95.33972222,"0630","0624",0.00,0.00
9214,"MEM",35.04241667,-89.97666667,"0630","0624",0.00,0.00
9215,"MEM",35.04241667,-89.97666667,"0910","",1.00,0.00
9215,"PHL",39.87195278,-75.24114083,"0910","",1.00,0.00
9216,"MEM",35.04241667,-89.97666667,"1640","",1.00,0.00
9216,"DFW",32.89595056,-97.0372,"1640","",1.00,0.00
9217,"PHL",39.87195278,-75.24114083,"1405","",1.00,0.00
9217,"MEM",35.04241667,-89.97666667,"1405","",1.00,0.00
9218,"MEM",35.04241667,-89.97666667,"1255","",1.00,0.00
9218,"PHL",39.87195278,-75.24114083,"1255","",1.00,0.00
9219,"OKC",35.39308833,-97.60073389,"1050","",1.00,0.00
9219,"MEM",35.04241667,-89.97666667,"1050","",1.00,0.00
9220,"MEM",35.04241667,-89.97666667,"0905","",1.00,0.00
9220,"SAT",29.53369444,-98.46977778,"0905","",1.00,0.00
9221,"PHL",39.87195278,-75.24114083,"0630","0627",0.00,0.00
9221,"MEM",35.04241667,-89.97666667,"0630","0627",0.00,0.00
9222,"AUS",30.19453278,-97.66987194,"1355","",1.00,0.00
9222,"MEM",35.04241667,-89.97666667,"1355","",1.00,0.00
9223,"MEM",35.04241667,-89.97666667,"1710","",1.00,0.00
9223,"PHL",39.87195278,-75.24114083,"1710","",1.00,0.00
9224,"MEM",35.04241667,-89.97666667,"2115","",1.00,0.00
9224,"AUS",30.19453278,-97.66987194,"2115","",1.00,0.00
9225,"PHL",39.87195278,-75.24114083,"1755","",1.00,0.00
9225,"MEM",35.04241667,-89.97666667,"1755","",1.00,0.00
9226,"MEM",35.04241667,-89.97666667,"2045","",1.00,0.00
9226,"SAT",29.53369444,-98.46977778,"2045","",1.00,0.00
9227,"MEM",35.04241667,-89.97666667,"1315","",1.00,0.00
9227,"SAT",29.53369444,-98.46977778,"1315","",1.00,0.00
9228,"SAT",29.53369444,-98.46977778,"1755","",1.00,0.00
9228,"MEM",35.04241667,-89.97666667,"1755","",1.00,0.00
9229,"IND",39.71732917,-86.29438417,"1920","",1.00,0.00
9229,"MSP",44.88054694,-93.2169225,"1920","",1.00,0.00
9230,"MEM",35.04241667,-89.97666667,"1645","",1.00,0.00
9230,"MSY",29.99338889,-90.25802778,"1645","",1.00,0.00
9231,"SAT",29.53369444,-98.46977778,"1340","",1.00,0.00
9231,"MEM",35.04241667,-89.97666667,"1340","",1.00,0.00
9232,"DSM",41.53493306,-93.66068222,"1455","",1.00,0.00
9232,"MSP",44.88054694,-93.2169225,"1455","",1.00,0.00
9233,"MSP",44.88054694,-93.2169225,"1645","",1.00,0.00
9233,"IND",39.71732917,-86.29438417,"1645","",1.00,0.00
9234,"FSD",43.58135111,-96.74170028,"1100","",1.00,0.00
9234,"MSP",44.88054694,-93.2169225,"1100","",1.00,0.00
9235,"MSP",44.88054694,-93.2169225,"1312","",1.00,0.00
9235,"IND",39.71732917,-86.29438417,"1312","",1.00,0.00
9236,"IND",39.71732917,-86.29438417,"1155","",1.00,0.00
9236,"MSP",44.88054694,-93.2169225,"1155","",1.00,0.00
9237,"DTW",42.21205889,-83.34883583,"1655","",1.00,0.00
9237,"BOS",42.3643475,-71.00517917,"1655","",1.00,0.00
9238,"LAS",36.08036111,-115.1523333,"0905","",1.00,0.00
9238,"DTW",42.21205889,-83.34883583,"0905","",1.00,0.00
9239,"IND",39.71732917,-86.29438417,"0815","0811",0.00,1.00
9239,"MSP",44.88054694,-93.2169225,"0815","0811",0.00,1.00
9240,"MSP",44.88054694,-93.2169225,"2207","",1.00,0.00
9240,"IND",39.71732917,-86.29438417,"2207","",1.00,0.00
9241,"IND",39.71732917,-86.29438417,"1418","",1.00,0.00
9241,"MSP",44.88054694,-93.2169225,"1418","",1.00,0.00
9242,"MSP",44.88054694,-93.2169225,"1452","",1.00,0.00
9242,"IND",39.71732917,-86.29438417,"1452","",1.00,0.00
9243,"IND",39.71732917,-86.29438417,"1755","",1.00,0.00
9243,"MSP",44.88054694,-93.2169225,"1755","",1.00,0.00
9244,"DTW",42.21205889,-83.34883583,"0635","0633",0.00,0.00
9244,"BDL",41.93887417,-72.68322833,"0635","0633",0.00,0.00
9245,"BDL",41.93887417,-72.68322833,"1945","",1.00,0.00
9245,"DTW",42.21205889,-83.34883583,"1945","",1.00,0.00
9246,"DTW",42.21205889,-83.34883583,"2255","",1.00,0.00
9246,"FNT",42.96550333,-83.74345639,"2255","",1.00,0.00
9247,"BDL",41.93887417,-72.68322833,"0905","",1.00,0.00
9247,"DTW",42.21205889,-83.34883583,"0905","",1.00,0.00
9248,"DTW",42.21205889,-83.34883583,"1215","",1.00,0.00
9248,"IND",39.71732917,-86.29438417,"1215","",1.00,0.00
9249,"BDL",41.93887417,-72.68322833,"1205","",1.00,0.00
9249,"DTW",42.21205889,-83.34883583,"1205","",1.00,0.00
9250,"DTW",42.21205889,-83.34883583,"1515","",1.00,0.00
9250,"STL",38.74768694,-90.35998972,"1515","",1.00,0.00
9251,"LAS",36.08036111,-115.1523333,"0600","0616",0.00,1.00
9251,"DTW",42.21205889,-83.34883583,"0600","0616",0.00,1.00
9252,"DTW",42.21205889,-83.34883583,"0917","",1.00,0.00
9252,"LAS",36.08036111,-115.1523333,"0917","",1.00,0.00
9253,"MKE",42.94722222,-87.89658333,"0600","0555",0.00,0.00
9253,"DTW",42.21205889,-83.34883583,"0600","0555",0.00,0.00
9254,"LAS",36.08036111,-115.1523333,"1450","",1.00,0.00
9254,"DTW",42.21205889,-83.34883583,"1450","",1.00,0.00
9255,"DTW",42.21205889,-83.34883583,"0640","0638",0.00,1.00
9255,"LAS",36.08036111,-115.1523333,"0640","0638",0.00,1.00
9256,"DTW",42.21205889,-83.34883583,"0645","",1.00,0.00
9256,"MEM",35.04241667,-89.97666667,"0645","",1.00,0.00
9257,"LAS",36.08036111,-115.1523333,"2305","",1.00,0.00
9257,"DTW",42.21205889,-83.34883583,"2305","",1.00,0.00
9258,"DTW",42.21205889,-83.34883583,"1920","",1.00,0.00
9258,"LAS",36.08036111,-115.1523333,"1920","",1.00,0.00
9259,"MKE",42.94722222,-87.89658333,"1610","",1.00,0.00
9259,"DTW",42.21205889,-83.34883583,"1610","",1.00,0.00
9260,"MSO",46.91630556,-114.0905556,"0810","",1.00,0.00
9260,"MSP",44.88054694,-93.2169225,"0810","",1.00,0.00
9261,"MSP",44.88054694,-93.2169225,"1317","",1.00,0.00
9261,"FAR",46.91934889,-96.81498889,"1317","",1.00,0.00
9262,"DTW",42.21205889,-83.34883583,"1520","",1.00,0.00
9262,"LAS",36.08036111,-115.1523333,"1520","",1.00,0.00
9263,"DTW",42.21205889,-83.34883583,"1210","",1.00,0.00
9263,"LAS",36.08036111,-115.1523333,"1210","",1.00,0.00
9264,"PHL",39.87195278,-75.24114083,"0930","",1.00,0.00
9264,"DTW",42.21205889,-83.34883583,"0930","",1.00,0.00
9265,"DTW",42.21205889,-83.34883583,"1155","",1.00,0.00
9265,"TVC",44.74144472,-85.582235,"1155","",1.00,0.00
9266,"STL",38.74768694,-90.35998972,"0825","",1.00,0.00
9266,"DTW",42.21205889,-83.34883583,"0825","",1.00,0.00
9267,"STL",38.74768694,-90.35998972,"1000","",1.00,0.00
9267,"DTW",42.21205889,-83.34883583,"1000","",1.00,0.00
9268,"DTW",42.21205889,-83.34883583,"2135","",1.00,0.00
9268,"GRR",42.88081972,-85.52276778,"2135","",1.00,0.00
9269,"STL",38.74768694,-90.35998972,"1700","",1.00,0.00
9269,"DTW",42.21205889,-83.34883583,"1700","",1.00,0.00
9270,"STL",38.74768694,-90.35998972,"1900","",1.00,0.00
9270,"DTW",42.21205889,-83.34883583,"1900","",1.00,0.00
9271,"DTW",42.21205889,-83.34883583,"0645","0643",0.00,0.00
9271,"STL",38.74768694,-90.35998972,"0645","0643",0.00,0.00
9272,"DTW",42.21205889,-83.34883583,"1705","",1.00,0.00
9272,"SDF",38.17438889,-85.736,"1705","",1.00,0.00
9273,"DCA",38.85208333,-77.03772222,"0920","",1.00,0.00
9273,"DTW",42.21205889,-83.34883583,"0920","",1.00,0.00
9274,"DTW",42.21205889,-83.34883583,"1225","",1.00,0.00
9274,"DEN",39.85840806,-104.6670019,"1225","",1.00,0.00
9275,"DTW",42.21205889,-83.34883583,"0855","0853",0.00,1.00
9275,"DEN",39.85840806,-104.6670019,"0855","0853",0.00,1.00
9276,"IND",39.71732917,-86.29438417,"0600","0557",0.00,0.00
9276,"DTW",42.21205889,-83.34883583,"0600","0557",0.00,0.00
9277,"DEN",39.85840806,-104.6670019,"0750","",1.00,0.00
9277,"DTW",42.21205889,-83.34883583,"0750","",1.00,0.00
9278,"DCA",38.85208333,-77.03772222,"1625","",1.00,0.00
9278,"DTW",42.21205889,-83.34883583,"1625","",1.00,0.00
9279,"DTW",42.21205889,-83.34883583,"1915","",1.00,0.00
9279,"DEN",39.85840806,-104.6670019,"1915","",1.00,0.00
9280,"DEN",39.85840806,-104.6670019,"1125","",1.00,0.00
9280,"DTW",42.21205889,-83.34883583,"1125","",1.00,0.00
9281,"DTW",42.21205889,-83.34883583,"1700","",1.00,0.00
9281,"CLE",41.41089417,-81.84939667,"1700","",1.00,0.00
9282,"DEN",39.85840806,-104.6670019,"1505","",1.00,0.00
9282,"DTW",42.21205889,-83.34883583,"1505","",1.00,0.00
9283,"DTW",42.21205889,-83.34883583,"2115","",1.00,0.00
9283,"DCA",38.85208333,-77.03772222,"2115","",1.00,0.00
9284,"CMH",39.99798528,-82.89188278,"1805","",1.00,0.00
9284,"MSP",44.88054694,-93.2169225,"1805","",1.00,0.00
9285,"DEN",39.85840806,-104.6670019,"1710","",1.00,0.00
9285,"DTW",42.21205889,-83.34883583,"1710","",1.00,0.00
9286,"DTW",42.21205889,-83.34883583,"2245","",1.00,0.00
9286,"MSN",43.13985778,-89.33751361,"2245","",1.00,0.00
9287,"CMH",39.99798528,-82.89188278,"0725","0722",0.00,0.00
9287,"MSP",44.88054694,-93.2169225,"0725","0722",0.00,0.00
9288,"CMH",39.99798528,-82.89188278,"0900","0857",0.00,1.00
9288,"MSP",44.88054694,-93.2169225,"0900","0857",0.00,1.00
9289,"CMH",39.99798528,-82.89188278,"1440","",1.00,0.00
9289,"MSP",44.88054694,-93.2169225,"1440","",1.00,0.00
9290,"JFK",40.63975111,-73.77892556,"1730","",1.00,0.00
9290,"MSP",44.88054694,-93.2169225,"1730","",1.00,0.00
9291,"MSP",44.88054694,-93.2169225,"2046","",1.00,0.00
9291,"MSO",46.91630556,-114.0905556,"2046","",1.00,0.00
9292,"BHM",33.56294306,-86.75354972,"0800","0753",0.00,1.00
9292,"DTW",42.21205889,-83.34883583,"0800","0753",0.00,1.00
9293,"CVG",39.04614278,-84.6621725,"1820","",1.00,0.00
9293,"MSP",44.88054694,-93.2169225,"1820","",1.00,0.00
9294,"MSP",44.88054694,-93.2169225,"2036","",1.00,0.00
9294,"RAP",44.04532139,-103.0573708,"2036","",1.00,0.00
9295,"BZN",45.77690139,-111.1530072,"1400","",1.00,0.00
9295,"MSP",44.88054694,-93.2169225,"1400","",1.00,0.00
9296,"MSP",44.88054694,-93.2169225,"1800","",1.00,0.00
9296,"ORD",41.979595,-87.90446417,"1800","",1.00,0.00
9297,"MSP",44.88054694,-93.2169225,"0925","",1.00,0.00
9297,"RAP",44.04532139,-103.0573708,"0925","",1.00,0.00
9298,"STL",38.74768694,-90.35998972,"0620","0616",0.00,0.00
9298,"MSP",44.88054694,-93.2169225,"0620","0616",0.00,0.00
9299,"MSO",46.91630556,-114.0905556,"1410","",1.00,0.00
9299,"MSP",44.88054694,-93.2169225,"1410","",1.00,0.00
9300,"MSP",44.88054694,-93.2169225,"1848","",1.00,0.00
9300,"LAN",42.7787,-84.58735806,"1848","",1.00,0.00
9301,"MSP",44.88054694,-93.2169225,"1325","",1.00,0.00
9301,"RAP",44.04532139,-103.0573708,"1325","",1.00,0.00
9302,"GRR",42.88081972,-85.52276778,"1005","",1.00,0.00
9302,"MSP",44.88054694,-93.2169225,"1005","",1.00,0.00
9303,"MSP",44.88054694,-93.2169225,"1132","",1.00,0.00
9303,"BZN",45.77690139,-111.1530072,"1132","",1.00,0.00
9304,"MSP",44.88054694,-93.2169225,"1902","",1.00,0.00
9304,"MSY",29.99338889,-90.25802778,"1902","",1.00,0.00
9305,"MSP",44.88054694,-93.2169225,"1655","",1.00,0.00
9305,"MDW",41.7859825,-87.75242444,"1655","",1.00,0.00
9306,"MSY",29.99338889,-90.25802778,"1300","",1.00,0.00
9306,"MSP",44.88054694,-93.2169225,"1300","",1.00,0.00
9307,"MSP",44.88054694,-93.2169225,"0923","",1.00,0.00
9307,"MSY",29.99338889,-90.25802778,"0923","",1.00,0.00
9308,"MSY",29.99338889,-90.25802778,"0735","0730",0.00,1.00
9308,"MSP",44.88054694,-93.2169225,"0735","0730",0.00,1.00
9309,"BZN",45.77690139,-111.1530072,"0855","",1.00,0.00
9309,"MSP",44.88054694,-93.2169225,"0855","",1.00,0.00
9310,"MSP",44.88054694,-93.2169225,"1308","",1.00,0.00
9310,"MSN",43.13985778,-89.33751361,"1308","",1.00,0.00
9311,"BDL",41.93887417,-72.68322833,"1740","",1.00,0.00
9311,"MSP",44.88054694,-93.2169225,"1740","",1.00,0.00
9312,"MSP",44.88054694,-93.2169225,"2036","",1.00,0.00
9312,"BZN",45.77690139,-111.1530072,"2036","",1.00,0.00
9313,"MSP",44.88054694,-93.2169225,"2042","",1.00,0.00
9313,"BOI",43.56444444,-116.2227778,"2042","",1.00,0.00
9314,"BOI",43.56444444,-116.2227778,"0810","",1.00,0.00
9314,"MSP",44.88054694,-93.2169225,"0810","",1.00,0.00
9315,"MSP",44.88054694,-93.2169225,"1327","",1.00,0.00
9315,"DFW",32.89595056,-97.0372,"1327","",1.00,0.00
9316,"IAD",38.94453194,-77.45580972,"0845","0912",0.00,1.00
9316,"MSP",44.88054694,-93.2169225,"0845","0912",0.00,1.00
9317,"MSP",44.88054694,-93.2169225,"1121","",1.00,0.00
9317,"BOI",43.56444444,-116.2227778,"1121","",1.00,0.00
9318,"BOI",43.56444444,-116.2227778,"1410","",1.00,0.00
9318,"MSP",44.88054694,-93.2169225,"1410","",1.00,0.00
9319,"MSP",44.88054694,-93.2169225,"1900","",1.00,0.00
9319,"ORD",41.979595,-87.90446417,"1900","",1.00,0.00
9320,"MOT",48.25937778,-101.2803339,"1540","",1.00,0.00
9320,"MSP",44.88054694,-93.2169225,"1540","",1.00,0.00
9321,"MSP",44.88054694,-93.2169225,"1910","",1.00,0.00
9321,"GRB",44.48507333,-88.12959,"1910","",1.00,0.00
9322,"IAH",29.98047222,-95.33972222,"1305","",1.00,0.00
9322,"MSP",44.88054694,-93.2169225,"1305","",1.00,0.00
9323,"MSP",44.88054694,-93.2169225,"1654","",1.00,0.00
9323,"BOI",43.56444444,-116.2227778,"1654","",1.00,0.00
9324,"GRR",42.88081972,-85.52276778,"0745","0741",0.00,0.00
9324,"MSP",44.88054694,-93.2169225,"0745","0741",0.00,0.00
9325,"GRB",44.48507333,-88.12959,"1820","",1.00,0.00
9325,"MSP",44.88054694,-93.2169225,"1820","",1.00,0.00
9326,"MEM",35.04241667,-89.97666667,"1650","",1.00,0.00
9326,"VPS",30.48325,-86.5254,"1650","",1.00,0.00
9327,"MSP",44.88054694,-93.2169225,"1847","",1.00,0.00
9327,"GRR",42.88081972,-85.52276778,"1847","",1.00,0.00
9328,"GRR",42.88081972,-85.52276778,"1525","",1.00,0.00
9328,"MSP",44.88054694,-93.2169225,"1525","",1.00,0.00
9329,"MSP",44.88054694,-93.2169225,"1641","",1.00,0.00
9329,"FSD",43.58135111,-96.74170028,"1641","",1.00,0.00
9330,"MSP",44.88054694,-93.2169225,"1506","",1.00,0.00
9330,"GRR",42.88081972,-85.52276778,"1506","",1.00,0.00
9331,"GRR",42.88081972,-85.52276778,"1840","",1.00,0.00
9331,"MSP",44.88054694,-93.2169225,"1840","",1.00,0.00
9332,"MSP",44.88054694,-93.2169225,"2039","",1.00,0.00
9332,"FSD",43.58135111,-96.74170028,"2039","",1.00,0.00
9333,"BOI",43.56444444,-116.2227778,"0615","0606",0.00,1.00
9333,"MSP",44.88054694,-93.2169225,"0615","0606",0.00,1.00
9334,"GRR",42.88081972,-85.52276778,"2055","",1.00,0.00
9334,"MSP",44.88054694,-93.2169225,"2055","",1.00,0.00
9335,"BHM",33.56294306,-86.75354972,"0650","0645",0.00,0.00
9335,"MEM",35.04241667,-89.97666667,"0650","0645",0.00,0.00
9336,"MEM",35.04241667,-89.97666667,"0840","",1.00,0.00
9336,"VPS",30.48325,-86.5254,"0840","",1.00,0.00
9337,"MEM",35.04241667,-89.97666667,"0905","",1.00,0.00
9337,"BNA",36.12447667,-86.67818222,"0905","",1.00,0.00
9338,"VPS",30.48325,-86.5254,"0637","0634",0.00,0.00
9338,"MEM",35.04241667,-89.97666667,"0637","0634",0.00,0.00
9339,"GPT",30.40728028,-89.07009278,"1040","",1.00,0.00
9339,"MEM",35.04241667,-89.97666667,"1040","",1.00,0.00
9340,"MEM",35.04241667,-89.97666667,"1235","",1.00,0.00
9340,"VPS",30.48325,-86.5254,"1235","",1.00,0.00
9341,"MEM",35.04241667,-89.97666667,"1255","",1.00,0.00
9341,"LIT",34.72939611,-92.22424556,"1255","",1.00,0.00
9342,"VPS",30.48325,-86.5254,"1035","",1.00,0.00
9342,"MEM",35.04241667,-89.97666667,"1035","",1.00,0.00
9343,"BNA",36.12447667,-86.67818222,"1850","",1.00,0.00
9343,"MEM",35.04241667,-89.97666667,"1850","",1.00,0.00
9344,"MEM",35.04241667,-89.97666667,"2125","",1.00,0.00
9344,"VPS",30.48325,-86.5254,"2125","",1.00,0.00
9345,"MSP",44.88054694,-93.2169225,"1137","",1.00,0.00
9345,"COS",38.80580556,-104.70025,"1137","",1.00,0.00
9346,"COS",38.80580556,-104.70025,"0845","",1.00,0.00
9346,"MSP",44.88054694,-93.2169225,"0845","",1.00,0.00
9347,"MSP",44.88054694,-93.2169225,"1235","",1.00,0.00
9347,"MDW",41.7859825,-87.75242444,"1235","",1.00,0.00
9348,"MEM",35.04241667,-89.97666667,"1655","",1.00,0.00
9348,"LIT",34.72939611,-92.22424556,"1655","",1.00,0.00
9349,"VPS",30.48325,-86.5254,"1433","",1.00,0.00
9349,"MEM",35.04241667,-89.97666667,"1433","",1.00,0.00
9350,"COS",38.80580556,-104.70025,"1410","",1.00,0.00
9350,"MSP",44.88054694,-93.2169225,"1410","",1.00,0.00
9351,"MSP",44.88054694,-93.2169225,"1836","",1.00,0.00
9351,"SAT",29.53369444,-98.46977778,"1836","",1.00,0.00
9352,"MSP",44.88054694,-93.2169225,"2033","",1.00,0.00
9352,"COS",38.80580556,-104.70025,"2033","",1.00,0.00
9353,"RDU",35.87763889,-78.78747222,"1730","",1.00,0.00
9353,"MSP",44.88054694,-93.2169225,"1730","",1.00,0.00
9354,"DTW",42.21205889,-83.34883583,"0715","0715",0.00,0.00
9354,"IAD",38.94453194,-77.45580972,"0715","0715",0.00,0.00
9355,"LAN",42.7787,-84.58735806,"0520","0518",0.00,0.00
9355,"DTW",42.21205889,-83.34883583,"0520","0518",0.00,0.00
9356,"DTW",42.21205889,-83.34883583,"1215","",1.00,0.00
9356,"SDF",38.17438889,-85.736,"1215","",1.00,0.00
9357,"IAD",38.94453194,-77.45580972,"0935","",1.00,0.00
9357,"DTW",42.21205889,-83.34883583,"0935","",1.00,0.00
9358,"IAD",38.94453194,-77.45580972,"2005","",1.00,0.00
9358,"DTW",42.21205889,-83.34883583,"2005","",1.00,0.00
9359,"DTW",42.21205889,-83.34883583,"1720","",1.00,0.00
9359,"IAD",38.94453194,-77.45580972,"1720","",1.00,0.00
9360,"SDF",38.17438889,-85.736,"1420","",1.00,0.00
9360,"DTW",42.21205889,-83.34883583,"1420","",1.00,0.00
9361,"DTW",42.21205889,-83.34883583,"0853","",1.00,0.00
9361,"MKE",42.94722222,-87.89658333,"0853","",1.00,0.00
9362,"IAD",38.94453194,-77.45580972,"0610","0606",0.00,0.00
9362,"DTW",42.21205889,-83.34883583,"0610","0606",0.00,0.00
9363,"DTW",42.21205889,-83.34883583,"1355","",1.00,0.00
9363,"IAD",38.94453194,-77.45580972,"1355","",1.00,0.00
9364,"GRB",44.48507333,-88.12959,"1025","",1.00,0.00
9364,"DTW",42.21205889,-83.34883583,"1025","",1.00,0.00
9365,"DTW",42.21205889,-83.34883583,"1515","",1.00,0.00
9365,"GRR",42.88081972,-85.52276778,"1515","",1.00,0.00
9366,"IAD",38.94453194,-77.45580972,"1230","",1.00,0.00
9366,"DTW",42.21205889,-83.34883583,"1230","",1.00,0.00
9367,"DTW",42.21205889,-83.34883583,"2120","",1.00,0.00
9367,"IAD",38.94453194,-77.45580972,"2120","",1.00,0.00
9368,"MCI",39.29760528,-94.71390556,"1710","",1.00,0.00
